REGIONAL,CADENA,FORMATO,CÓDIGO CLIENTE,PUNTO DE VENTA,FECHA,MARCA,SEGMENTO,PRODUCTO,VALOR,UNIDADES,MOTIVOS DE DEVOLUCIÓN
ANTIOQUIA,,,110300 - 628,EXITO SURTIMAX RIONEGRO 165,2026-08-26 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1100 SIXPACK,33660,,VENCIDO
ANTIOQUIA,,,110300 - 628,EXITO SURTIMAX RIONEGRO 165,2026-09-04 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,AREQUIPE TRADICIONAL VASO X 220G,45450,1.98,VENCIDO
ANTIOQUIA,,,110300 - 628,EXITO SURTIMAX RIONEGRO 165,2026-09-04 00:00:00,ALQUERIA,LECHES,ENTERA SUPER CREMOSA BOLSA 1LX6,168300,30.918,VENCIDO
ANTIOQUIA,,,110300 - 628,EXITO SURTIMAX RIONEGRO 165,2026-09-04 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L SIXPACK,58440,12.384,VENCIDO
ANTIOQUIA,,,110300 - 628,EXITO SURTIMAX RIONEGRO 165,2026-09-04 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1100 SIXPACK,33660,6.8112,VENCIDO
ANTIOQUIA,,,110300 - 628,EXITO SURTIMAX RIONEGRO 165,2026-09-04 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1L BOLSA SIXPACK,116880,24.768,VENCIDO
ANTIOQUIA,,,110300 - 628,EXITO SURTIMAX RIONEGRO 165,2026-09-17 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L SIXPACK,87660,18.576,VENCIDO
ANTIOQUIA,,,110300 - 947,BOD SURTIMAX TRIANON - 745,2026-08-14 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 180ML SLIM X 3,6150,0.5573,VENCIDO
ANTIOQUIA,,,110300 - 947,BOD SURTIMAX TRIANON - 745,2026-09-15 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49G X 6 UN,107310,2.058,VENCIDO
ANTIOQUIA,,,110300 - 947,BOD SURTIMAX TRIANON - 745,2026-09-17 00:00:00,ALQUERIA,LECHES,DESLACTO 1000 TS X 4 UDS,47200,8.256,VENCIDO
ANTIOQUIA,,,110300 - 978,ALMACENES EXITO S.A. -382,2026-08-15 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,30660,0.456,VENCIDO
ANTIOQUIA,,,110300 - 978,ALMACENES EXITO S.A. -382,2026-09-04 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49G X 6 UN,76650,1.47,VENCIDO
ANTIOQUIA,,,110300 - 978,ALMACENES EXITO S.A. -382,2026-09-04 00:00:00,ALQUERIA,QUESOS,QDV PERA X 38 GR X 6 UN,15330,0.228,VENCIDO
ANTIOQUIA,,,110300 - 978,ALMACENES EXITO S.A. -382,2026-09-04 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,15330,0.228,VENCIDO
ANTIOQUIA,,,110300 - 978,SURTIMAX FREDONIA - 382,2026-08-03 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CDL SEMIENTERA 180G,4800,0.1796,VENCIDO
ANTIOQUIA,,,110300 - 978,SURTIMAX FREDONIA - 382,2026-08-03 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CREMA DE LECHE 850G,19600,0.8483,VENCIDO
ANTIOQUIA,,,110300 - 978,SURTIMAX FREDONIA - 382,2026-08-03 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L SIXPACK,29220,6.192,VENCIDO
ANTIOQUIA,,,110300 - 978,SURTIMAX FREDONIA - 382,2026-09-05 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,7650,0.30000000000000004,VENCIDO
ANTIOQUIA,,,110300 - 978,SURTIMAX FREDONIA - 382,2026-09-17 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1100 SIXPACK,33660,6.8112,VENCIDO
ANTIOQUIA,,,110300 - 978,SURTIMAX FREDONIA - 382,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALIMENTO LACTEO KD TRULULU,7650,0.312,VENCIDO
ANTIOQUIA,,,110300 - 978,SURTIMAX FREDONIA - 382,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,2550,0.1,VENCIDO
ANTIOQUIA,,,110300 - A14,SURTIMAX CALDAS - 4534,2026-08-03 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GR X 6UN,76650,1.47,VENCIDO
ANTIOQUIA,,,110300 - A14,SURTIMAX CALDAS - 4534,2026-08-28 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,30660,0.456,VENCIDO
ANTIOQUIA,,,110300 - A22,4541 - SURTIMAX VILLA PAULA,2026-08-25 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L SIXPACK,29220,6.192,VENCIDO
ANTIOQUIA,,,110300 - A22,4541 - SURTIMAX VILLA PAULA,2026-08-25 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL TETRA 1L TS X 4UND,23600,4.128,VENCIDO
ANTIOQUIA,,,110300 - A22,SURTIMAX VILLA PAULA - 4541,2026-08-27 00:00:00,FORTIKIDS,POSTRES LISTOS,KD GELATINA 90G CEREZA,1240,0.09,VENCIDO
ANTIOQUIA,,,110300 - A24,4559 - SURTIMAX GUATAPE,2026-08-26 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.1,67320,13.6224,VENCIDO
ANTIOQUIA,,,110300 - A24,4559 - SURTIMAX GUATAPE,2026-08-26 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1100 SIXPACK,235620,,VENCIDO
ANTIOQUIA,,,110300 - A24,4559 - SURTIMAX GUATAPE,2026-09-15 00:00:00,ALQUERIA,QUESOS,QDV PERA X 38 GR X 6 UN,45990,0.684,VENCIDO
ANTIOQUIA,,,110300 - A24,4559 - SURTIMAX GUATAPE,2026-09-15 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,45990,0.684,VENCIDO
ANTIOQUIA,,,110300 - A24,4559 - SURTIMAX GUATAPE,2026-09-17 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.1,33660,6.8112,VENCIDO
ANTIOQUIA,,,110300 - A24,4559 - SURTIMAX GUATAPE,2026-09-17 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L SIXPACK,29220,6.192,VENCIDO
ANTIOQUIA,,,110300 - A24,4559 - SURTIMAX GUATAPE,2026-09-17 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1L BOLSA SIXPACK,87660,18.576,VENCIDO
ANTIOQUIA,,,110300 - F12,SURTIMAX CAMINO VERDE - 4381,2026-08-13 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL TETRA 1L,5900,1.032,VENCIDO
ANTIOQUIA,,,110300 - F12,SURTIMAX CAMINO VERDE - 4381,2026-09-17 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L SIXPACK,58440,12.384,VENCIDO
ANTIOQUIA,,,110300 - F12,SURTIMAX CAMINO VERDE -4381,2026-08-27 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 4 X100G,20100,0.8,VENCIDO
ANTIOQUIA,,,110300 - F12,SURTIMAX CAMINO VERDE -4381,2026-09-05 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 4 X100G,20100,0.8,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO - 4065,2026-08-03 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GR X 6UN,61320,1.176,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO - 4065,2026-08-03 00:00:00,DEL VECCHIO,QUESOS,QDV PARMESANO 100 G,38200,0.4,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO - 4065,2026-08-28 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,15330,0.228,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO - 4065,2026-08-28 00:00:00,DEL VECCHIO,QUESOS,QDV TRENZA X 300 G,129420,1.8,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO - 4065,2026-09-04 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49G X 6 UN,30660,0.588,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO - 4065,2026-09-04 00:00:00,ALQUERIA,QUESOS,QDV PERA X 38 GR X 6 UN,30660,0.456,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO - 4065,2026-09-04 00:00:00,ALQUERIA,QUESOS,QDV PERA X 400 GR,167940,2.4,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO - 4065,2026-09-04 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,30660,0.456,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO - 4065,2026-09-04 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 400 GR,167940,2.4,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO - 4065,2026-09-15 00:00:00,ALQUERIA,QUESOS,QDV BLOQUE PERA X 400 G,152460,2.4,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO - 4065,2026-09-15 00:00:00,DEL VECCHIO,QUESOS,QDV MOZZARELLA BLOQUE X 250GR,38310,0.75,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-03 00:00:00,ALQUERIA,LECHES,DESCREMADA 1100 SIXPACK,33660,6.8178,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-03 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L P4 LL5,94400,10.32,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-03 00:00:00,ALQUERIA,LECHES,DESCREMADA DESLACTOSADA 1100 SIXPACK,33660,6.8112,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-03 00:00:00,ALQUERIA,LECHES,DESLACTO 1000 TS X 4 UDS,23600,4.128,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-03 00:00:00,VITAD,SNACK,PAPAS LIMON 110G,40140,0.66,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-03 00:00:00,VITAD,SNACK,PAPAS POLLO 110G,80280,1.32,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-03 00:00:00,VITAD,SNACKS,PAPAS BBQ 110G,66900,1.1,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-03 00:00:00,VITAD,SNACKS,PLATANITOS VERDES 100G,73320,1.3,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-04 00:00:00,ALQUERIA,YOGURES,ALQUERIA MILO 170GR,3210,0.17,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-04 00:00:00,FORTIKIDS,YOGURES,KD BOL 150GX6 FR-MEL,6340,0.9,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-25 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA BOLSA 180G X 6,204600,,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-25 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,TARRO OBLEAS X12 + AREQUIPE 220G,187110,2.736,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-25 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 180ML SLIM X 3,24600,2.2291,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-25 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.1,134640,27.244799999999998,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-25 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.3,38100,8.0496,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-25 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L SIXPACK,87660,18.576,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-25 00:00:00,ALQUERIA,LECHES,SUPER CREMOSA 1300ML SIXPACK,39900,,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-25 00:00:00,ALQUERIA,LECHES,DESCREMADA DESLACTOSADA 1100 SIXPACK,33660,,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-27 00:00:00,ALQUERIA,YOGURES,ALIMENTO LACTEO KD TRULULU X4,130650,5.408,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-27 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MORA,2070,0.15,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-27 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,9630,0.51,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-27 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,36180,3.42,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-27 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO VASO 150G MORA,5040,0.3,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-08-27 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO VASO 150G FRESA,5040,0.3,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-09-04 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA BOLSA 180G X 6,158100,19.4616,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-09-04 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA VASO 220G X 4,19720,1.7596,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-09-04 00:00:00,ALQUERIA,BLN,AVENA PRO CUBANA VASO 220G X 4,39440,3.5192,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-09-04 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.1,33660,6.8112,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-09-04 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.3,38100,8.0496,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-09-04 00:00:00,ALQUERIA,YOGURES,ALQUEMIX MINI COOKIES 100G,2550,0.1,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-09-04 00:00:00,VITAD,SNACKS,PAPAS NATURAL 110G,66900,1.1,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-09-05 00:00:00,ALQUERIA,YOGURES,ALIMENTO LACTEO KD TRULULU X4,10050,0.416,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-09-17 00:00:00,ALQUERIA,LECHES,SUPER CREMOSA 1300ML SIXPACK,39900,8.0387,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-09-17 00:00:00,ALQUERIA,YOGURES,YOGURT ALQUERIA PACKX3 SURTIDO,11980,0.9,VENCIDO
ANTIOQUIA,,,110300 - F22,EXITO SAN PEDRO -4065,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,16050,0.85,VENCIDO
ANTIOQUIA,,,110300 - F26,CARULLA EXPRESS EDS-4665,2026-09-15 00:00:00,ALQUERIA,QUESOS,QDV PERA X 38 GR X 6 UN,15330,0.228,VENCIDO
ANTIOQUIA,,,110300 - F26,CARULLA EXPRESS EDS-4665,2026-09-15 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,15330,0.228,VENCIDO
ANTIOQUIA,,,110300 - F28,CARULLA EXPRESS ESCOBERO - 4878,2026-09-04 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49G,2610,0.049,VENCIDO
ANTIOQUIA,,,110300 - F28,CARULLA EXPRESS ESCOBERO - 4878,2026-09-04 00:00:00,DEL VECCHIO,QUESOS,QDV MOZZARELLA BLOQUE X 250GR,38310,0.75,VENCIDO
ANTIOQUIA,,,110300 - F28,CARULLA EXPRESS ESCOBERO - 4878,2026-09-15 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49G,2610,0.049,VENCIDO
ANTIOQUIA,,,110300 - F28,CARULLA EXPRESS ESCOBERO - 4878,2026-09-15 00:00:00,ALQUERIA,QUESOS,QDV PERA X 38 GR X 6 UN,15330,0.228,VENCIDO
ANTIOQUIA,,,110300 - F28,CARULLA EXPRESS ESCOBERO - 4878,2026-09-15 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,15330,0.228,VENCIDO
ANTIOQUIA,,,110300 - F28,ESCOBERO - 4878,2026-08-28 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 4 X100G,20100,0.8,VENCIDO
ANTIOQUIA,,,110950 - H91,CADENA COMERCIAL OXXO LA DOCTORA,2026-08-24 00:00:00,ALQUERIA,BLN,AVENA PRO CUBANA VASO 220G,2480,,EMPAQUE DETERIORADO
ANTIOQUIA,,,110950 - H91,CADENA COMERCIAL OXXO LA DOCTORA,2026-08-31 00:00:00,ALQUERIA,BLN,AVENA PRO CUBANA VASO 220G,2480,,EMPAQUE DETERIORADO
ANTIOQUIA,,,110950 - H91,CADENA COMERCIAL OXXO LA DOCTORA,2026-08-31 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL FRESA,10350,0.75,VENCIDO
ANTIOQUIA,,,110950 - H91,CADENA COMERCIAL OXXO LA DOCTORA,2026-08-31 00:00:00,ALQUERIA,YOGURES,ALQUERIA CER 170G FLIPS,6580,0.34,VENCIDO
ANTIOQUIA,,,110950 - H91,CADENA COMERCIAL OXXO LA DOCTORA,2026-08-31 00:00:00,ALQUERIA,YOGURES,ALQUERIA MILO 170GR,19740,1.02,VENCIDO
ANTIOQUIA,,,110950 - H91,CADENA COMERCIAL OXXO LA DOCTORA,2026-08-31 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,16450,0.85,VENCIDO
ANTIOQUIA,,,110950 - I20,CADENA COMERCIAL OXXO CENTRO EMPRES,2026-08-17 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL FRESA,4140,0.3,VENCIDO
ANTIOQUIA,,,110950 - I20,CADENA COMERCIAL OXXO CENTRO EMPRES,2026-08-17 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MELO,6240,0.45,VENCIDO
ANTIOQUIA,,,110950 - I20,CADENA COMERCIAL OXXO CENTRO EMPRES,2026-08-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA CER 170G FLIPS,23030,1.19,VENCIDO
ANTIOQUIA,,,110950 - I20,CADENA COMERCIAL OXXO CENTRO EMPRES,2026-08-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,2550,0.1,VENCIDO
ANTIOQUIA,,,110950 - I20,CADENA COMERCIAL OXXO CENTRO EMPRES,2026-08-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA MILO 170GR,9870,0.51,VENCIDO
ANTIOQUIA,,,110950 - I20,CADENA COMERCIAL OXXO CENTRO EMPRES,2026-08-17 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MORA,18720,1.35,VENCIDO
ANTIOQUIA,,,110950 - I20,CADENA COMERCIAL OXXO CENTRO EMPRES,2026-08-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,39480,2.04,VENCIDO
ANTIOQUIA,,,110950 - I20,CADENA COMERCIAL OXXO CENTRO EMPRES,2026-08-19 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MELO,2080,0.15,VENCIDO
ANTIOQUIA,,,110950 - I20,CADENA COMERCIAL OXXO CENTRO EMPRES,2026-08-19 00:00:00,ALQUERIA,YOGURES,ALQUERIA CER 170G FLIPS,6580,0.34,VENCIDO
ANTIOQUIA,,,110950 - I20,CADENA COMERCIAL OXXO CENTRO EMPRES,2026-08-19 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,7650,0.3,VENCIDO
ANTIOQUIA,,,110950 - I20,CADENA COMERCIAL OXXO CENTRO EMPRES,2026-08-19 00:00:00,ALQUERIA,YOGURES,ALQUERIA MILO 170GR,3290,0.17,VENCIDO
ANTIOQUIA,,,110950 - I20,CADENA COMERCIAL OXXO CENTRO EMPRES,2026-08-19 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,6580,0.34,VENCIDO
ANTIOQUIA,,,110950 - I66,CADENA COMERCIAL OXXO AV BOLIVARIAN,2026-09-08 00:00:00,ALQUERIA,YOGURES,ALQUERIA CER 170G FLIPS,6580,0.34,VENCIDO
ANTIOQUIA,,,110950 - I66,CADENA COMERCIAL OXXO AV BOLIVARIAN,2026-09-08 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,2550,0.1,VENCIDO
ANTIOQUIA,,,110950 - I66,CADENA COMERCIAL OXXO AV BOLIVARIAN,2026-09-08 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,3290,0.17,VENCIDO
ANTIOQUIA,,,110950 - I82,CADENA COMERCIAL OXXO PUNTO CLAVE,2026-09-16 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49G,23490,0.44099999999999995,VENCIDO
ANTIOQUIA,,,110950 - I82,CADENA COMERCIAL OXXO PUNTO CLAVE,2026-09-16 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL FRESA,16560,1.2,VENCIDO
ANTIOQUIA,,,110950 - I82,CADENA COMERCIAL OXXO PUNTO CLAVE,2026-09-16 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MELO,10400,0.75,VENCIDO
ANTIOQUIA,,,110950 - I82,CADENA COMERCIAL OXXO PUNTO CLAVE,2026-09-16 00:00:00,ALQUERIA,YOGURES,ALQUERIA CER 170G FLIPS,19740,1.02,VENCIDO
ANTIOQUIA,,,110950 - I82,CADENA COMERCIAL OXXO PUNTO CLAVE,2026-09-16 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,12750,0.5,VENCIDO
ANTIOQUIA,,,110950 - I82,CADENA COMERCIAL OXXO PUNTO CLAVE,2026-09-16 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,42770,2.21,VENCIDO
ANTIOQUIA,,,110950 - I82,CADENA COMERCIAL OXXO PUNTO CLAVE,2026-09-16 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MORA,14560,1.05,VENCIDO
ANTIOQUIA,,,110950 - I82,CADENA COMERCIAL OXXO PUNTO CLAVE,2026-09-16 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR,65250,0.95,EMPAQUE DETERIORADO
ANTIOQUIA,,,110950 - I82,CADENA COMERCIAL OXXO PUNTO CLAVE,2026-09-16 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR,62640,0.912,VENCIDO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA BOLSA 180G X 6,28950,,EMPAQUE DETERIORADO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA VASO 220G,2480,,VENCIDO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,BLN,AVENA PRO CUBANA VASO 220G X 4,69020,,VENCIDO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,SUERO COSTENO 200GR,36600,2.06,VENCIDO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,SUERO COSTENO 400GR,341040,20.188,VENCIDO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CREMA DE LECHE PREP CALIENTES 400G,216480,9.5808,EMPAQUE DETERIORADO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CREMA DE LECHE 180G TETRA,30780,1.0778,EMPAQUE DETERIORADO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CREMA DE LECHE PREP CALIENTES 170G,21100,0.8483,EMPAQUE DETERIORADO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CREMA DE LECHE 850G,78400,3.3932,EMPAQUE DETERIORADO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL 1100ML,16830,3.4056,VENCIDO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,LECHES,TETRA 1L SUPERCREMOSA,12960,,EMPAQUE DETERIORADO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,LECHES,ENTERA SUPER CREMOSA BOLSA 1LX6,103140,,EMPAQUE DETERIORADO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,LECHES,ALQUELITRO 100% LECHE 1L,170280,45.408,VENCIDO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L,186200,39.216,VENCIDO
ANTIOQUIA,,,113796 - M01,INVERSIONES SUPERVAQUITA LA 33 SAS,2026-08-21 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1100,22440,,EMPAQUE DETERIORADO
